colYear,colMonth,DayOfMonths,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2006,12,18,1,1250,1250,1422,1437,US,488,N308AW,92,107,75,-15,0,PHX,DEN,602,8,9,0,,0,0,0,0,0,0
1991,1,21,1,1346,1305,1633,1551,NW,1434,,107,106,0,42,41,MSP,SDF,603,0,0,0,,0,0,0,0,0,0
1993,7,6,2,1726,1723,1918,1913,AA,318,,112,110,0,5,3,DFW,HSV,603,0,0,0,,0,0,0,0,0,0
1993,9,22,3,1335,1335,1529,1531,US,167,,114,116,0,-2,0,SYR,CLT,603,0,0,0,,0,0,0,0,0,0
1993,9,16,4,849,828,1035,1023,AA,685,,106,115,0,12,21,HSV,DFW,603,0,0,0,,0,0,0,0,0,0
1994,1,6,4,2019,2019,2147,2200,AA,1121,,88,101,0,-13,0,DFW,HSV,603,0,0,0,,0,0,0,0,0,0
1997,12,1,1,1717,0,1858,0,AA,550,N2DCAA,101,101,84,0,0,DFW,HSV,603,5,12,0,,0,0,0,0,0,0
1998,12,25,5,952,805,1155,1000,US,2357,N341US,123,115,108,115,107,SYR,CLT,603,4,11,0,,0,0,0,0,0,0
1995,1,20,5,859,905,1100,1055,DL,907,N932DL,121,110,102,5,-6,PNS,DFW,604,7,12,0,,0,0,0,0,0,0
2005,11,22,2,1739,1642,1910,1823,MQ,3435,N841AE,91,101,76,47,57,DFW,PNS,604,2,13,0,,0,0,0,0,0,0
2008,12,4,4,1415,1415,1617,1610,MQ,3562,N670MQ,122,115,92,7,0,PNS,DFW,604,21,9,0,,0,0,0,0,0,0
1995,4,23,7,2025,2025,2205,2204,AS,414,N957AS,100,99,84,1,0,SEA,SMF,605,3,13,0,,0,0,0,0,0,0
1997,7,28,1,655,655,835,840,WN,1724,N324,100,105,88,-5,0,SEA,SMF,605,5,7,0,,0,0,0,0,0,0
1997,10,28,2,2010,2010,2158,2155,WN,1297,N639,108,105,99,3,0,SMF,SEA,605,5,4,0,,0,0,0,0,0,0
2000,2,1,2,2055,2055,2232,2240,AS,329,N607AS,97,105,86,-8,0,SMF,SEA,605,4,7,0,,0,0,0,0,0,0
2002,9,17,2,2050,2050,2257,2240,WN,1297,N397,127,110,97,17,0,SMF,SEA,605,20,10,0,,0,0,0,0,0,0
2002,9,5,4,1839,1846,2024,2032,AS,328,N625AS,105,106,91,-8,-7,SEA,SMF,605,4,10,0,,0,0,0,0,0,0
2003,7,18,5,1548,1553,1729,1739,AS,178,N762AS,101,106,88,-10,-5,SEA,SMF,605,3,10,0,,0,0,0,0,0,0
2005,2,8,2,2120,2120,2303,2310,WN,2961,N331,103,110,87,-7,0,SMF,SEA,605,6,10,0,,0,0,0,0,0,0
2007,8,24,5,1606,1450,1735,1635,WN,242,N711HK,89,105,80,60,76,SEA,SMF,605,4,5,0,,0,0,0,0,0,0
2008,10,5,7,645,650,909,850,XE,2775,N14993,144,120,96,19,-5,EWR,GRR,605,5,43,0,,0,0,0,0,0,0
2008,11,4,2,1020,1026,1209,1213,XE,2150,N19554,109,107,90,-4,-6,GRR,EWR,605,12,7,0,,0,0,0,0,0,0
1987,11,15,7,950,950,1032,1043,AA,819,,102,113,0,-11,0,ATL,ORD,606,0,0,0,,0,0,0,0,0,0
1988,3,11,5,1835,1835,1937,1928,DL,124,,122,113,0,9,0,ATL,ORD,606,0,0,0,,0,0,0,0,0,0
1988,12,13,2,1045,1045,1310,1334,EA,243,,85,109,0,-24,0,ORD,ATL,606,0,0,0,,0,0,0,0,0,0
1990,9,4,2,1801,1801,2041,2055,EA,243,,100,114,0,-14,0,ORD,ATL,606,0,0,0,,0,0,0,0,0,0
1991,2,13,3,1007,955,1259,1244,DL,375,,112,109,0,15,12,ORD,ATL,606,0,0,0,,0,0,0,0,0,0
1993,6,11,5,1001,957,1045,1050,DL,576,,104,113,0,-5,4,ATL,ORD,606,0,0,0,,0,0,0,0,0,0
1994,3,15,2,1012,958,1116,1055,DL,576,,124,117,0,21,14,ATL,ORD,606,0,0,0,,0,0,0,0,0,0
1994,8,7,7,637,640,918,937,UA,460,,101,117,0,-19,-3,ORD,ATL,606,0,0,0,,0,0,0,0,0,0
1995,3,2,4,1256,1250,1401,1346,UA,1809,N9038U,125,116,92,15,6,ATL,ORD,606,8,25,0,,0,0,0,0,0,0
1997,6,19,4,1423,1410,1700,1715,DL,1139,N948DL,97,125,84,-15,13,ORD,ATL,606,5,8,0,,0,0,0,0,0,0
1998,10,2,5,1313,1310,1601,1604,DL,569,N962DL,108,114,84,-3,3,ORD,ATL,606,10,14,0,,0,0,0,0,0,0
1999,2,26,5,1719,1715,1813,1820,DL,1608,N764DA,114,125,88,-7,4,ATL,ORD,606,11,15,0,,0,0,0,0,0,0
1999,12,29,3,1245,1247,1353,1350,AA,455,N2DGAA,128,123,98,3,-2,ATL,ORD,606,8,22,0,,0,0,0,0,0,0
2000,1,21,5,905,910,1147,1201,DL,2045,N996DL,102,111,74,-14,-5,ORD,ATL,606,8,20,0,,0,0,0,0,0,0
2000,2,22,2,928,935,1202,1219,UA,446,N7299U,94,104,69,-17,-7,ORD,ATL,606,6,19,0,,0,0,0,0,0,0
2002,4,30,2,2052,2055,2325,2339,UA,1400,N818UA,93,104,74,-14,-3,ORD,ATL,606,5,14,0,,0,0,0,0,0,0
2002,8,11,7,1246,1250,1348,1351,UA,1683,N309UA,122,121,83,-3,-4,ATL,ORD,606,23,16,0,,0,0,0,0,0,0
2002,12,20,5,755,745,837,851,UA,1004,N935UA,102,126,84,-14,10,ATL,ORD,606,5,13,0,,0,0,0,0,0,0
2005,5,4,3,1658,1630,1958,1949,UA,136,N351UA,120,139,90,9,28,ORD,ATL,606,7,23,0,,0,0,0,0,0,0
2006,8,25,5,1030,1035,1149,1140,AA,2435,N504AA,139,125,92,9,-5,ATL,ORD,606,7,40,0,,0,0,0,0,0,0
2007,1,29,1,1739,1745,2039,2053,DL,769,N994DL,120,128,92,-14,-6,ORD,ATL,606,9,19,0,,0,0,0,0,0,0
2008,8,6,3,2126,2130,2,25,UA,640,N852UA,96,115,78,-23,-4,ORD,ATL,606,4,14,0,,0,0,0,0,0,0
1988,10,13,4,1318,1319,1403,1415,AA,955,,105,116,0,-12,-1,SYR,ORD,607,0,0,0,,0,0,0,0,0,0
1992,5,13,3,1649,1645,1942,1928,UA,738,,113,103,0,14,4,ORD,SYR,607,0,0,0,,0,0,0,0,0,0
1996,3,16,6,700,700,752,803,AA,1293,N584AA,112,123,95,-11,0,SYR,ORD,607,3,14,0,,0,0,0,0,0,0
1997,2,24,1,657,700,818,802,AA,1293,N464AA,141,122,105,16,-3,SYR,ORD,607,12,24,0,,0,0,0,0,0,0
1998,3,28,6,644,647,735,758,AA,1347,N259AA,111,131,93,-23,-3,SYR,ORD,607,6,12,0,,0,0,0,0,0,0
2001,10,6,6,2027,2036,2255,2323,AA,1792,N465A1,88,107,70,-28,-9,ORD,SYR,607,4,14,0,,0,0,0,0,0,0
1988,10,18,2,1747,1747,1948,1942,EA,663,,121,115,0,6,0,LGA,GSP,610,0,0,0,,0,0,0,0,0,0
1995,6,30,5,1837,1830,1929,1925,NW,297,N331NW,112,115,90,4,7,DTW,MEM,610,6,16,0,,0,0,0,0,0,0
2008,6,15,7,1340,1335,1641,1632,NW,292,N783NC,121,117,89,9,5,MEM,DTW,610,12,20,0,,0,0,0,0,0,0
1997,7,29,2,815,815,1046,1055,WN,338,N632,91,100,82,-9,0,MDW,BWI,611,2,7,0,,0,0,0,0,0,0
1999,1,29,5,1220,1220,1455,1500,WN,1253,N707,95,100,82,-5,0,MDW,BWI,611,3,10,0,,0,0,0,0,0,0
2003,3,6,4,1225,1225,1456,1505,WN,2900,N670,91,100,83,-9,0,MDW,BWI,611,3,5,0,,0,0,0,0,0,0
2005,1,5,3,1615,1440,1850,1725,WN,1234,N457,95,105,77,85,95,MDW,BWI,611,5,13,0,,0,0,0,0,0,0
2005,5,12,4,805,805,850,905,WN,2612,N435,105,120,95,-15,0,BWI,MDW,611,3,7,0,,0,0,0,0,0,0
1988,7,18,1,700,700,802,801,AA,1327,,122,121,0,1,0,DCA,ORD,612,0,0,0,,0,0,0,0,0,0
1989,12,26,2,630,630,908,914,UA,600,,98,104,0,-6,0,ORD,DCA,612,0,0,0,,0,0,0,0,0,0
1990,7,8,7,1101,1100,1144,1155,UA,609,,103,115,0,-11,1,DCA,ORD,612,0,0,0,,0,0,0,0,0,0
1990,8,3,5,1630,1625,1910,1914,AA,562,,100,109,0,-4,5,ORD,DCA,612,0,0,0,,0,0,0,0,0,0
1991,11,3,7,1018,1020,1253,1259,UA,608,,95,99,0,-6,-2,ORD,DCA,612,0,0,0,,0,0,0,0,0,0
1992,4,1,3,1120,1120,1353,1400,UA,610,,93,100,0,-7,0,ORD,DCA,612,0,0,0,,0,0,0,0,0,0
1993,2,24,3,1629,1630,1757,1734,UA,375,,148,124,0,23,-1,DCA,ORD,612,0,0,0,,0,0,0,0,0,0
1993,8,16,1,701,700,944,948,AA,578,,103,108,0,-4,1,ORD,DCA,612,0,0,0,,0,0,0,0,0,0
1994,12,5,1,1958,2000,2103,2110,AA,293,,125,130,0,-7,-2,DCA,ORD,612,0,0,0,,0,0,0,0,0,0
1996,4,8,1,1728,1730,1825,1837,AA,1865,N451AA,117,127,101,-12,-2,DCA,ORD,612,6,10,0,,0,0,0,0,0,0
2002,12,1,7,1547,1551,1659,1657,AA,529,N2CDAA,132,126,118,2,-4,DCA,ORD,612,5,9,0,,0,0,0,0,0,0
2003,6,30,1,620,620,805,800,MQ,4642,N731MQ,105,100,89,5,0,RDU,BOS,612,5,11,0,,0,0,0,0,0,0
2004,1,30,5,2222,2121,54,2,AA,1546,N2CCAA,92,101,76,52,61,ORD,DCA,612,4,12,0,,0,0,0,0,0,0
2004,5,24,1,905,905,1140,1145,WN,491,N410,95,100,80,-5,0,BNA,TPA,612,5,10,0,,0,0,0,0,0,0
2004,8,12,4,1454,1500,1840,1800,UA,618,N901UA,166,120,130,40,-6,ORD,DCA,612,2,34,0,,0,0,0,0,0,0
2004,11,15,1,1730,1735,1917,1940,MQ,4534,N849AE,107,125,90,-23,-5,BOS,RDU,612,7,10,0,,0,0,0,0,0,0
2005,6,21,2,1335,1345,1458,1458,UA,619,N314UA,143,133,94,0,-10,DCA,ORD,612,29,20,0,,0,0,0,0,0,0
2006,1,25,3,1837,1810,2120,2056,AA,1730,N221AA,103,106,84,24,27,ORD,DCA,612,3,16,0,,0,0,0,0,0,0
2006,6,19,1,701,700,940,947,UA,602,N365UA,99,107,80,-7,1,ORD,DCA,612,3,16,0,,0,0,0,0,0,0
2006,11,30,4,1706,1605,1950,1857,UA,620,N851UA,104,112,79,53,61,ORD,DCA,612,4,21,0,,0,0,0,0,0,0
2007,3,8,4,1947,1920,2143,2125,MQ,4565,N703MR,116,125,90,18,27,BOS,RDU,612,5,21,0,,0,0,0,0,0,0
2007,11,24,6,1007,1010,1122,1120,AA,1861,N439AA,135,130,105,2,-3,DCA,ORD,612,8,22,0,,0,0,0,0,0,0
2008,5,28,3,1557,1600,1848,1849,UA,620,N803UA,111,109,81,-1,-3,ORD,DCA,612,3,27,0,,0,0,0,0,0,0
1995,8,18,5,1339,1330,1515,1511,NW,481,N675MC,96,101,78,4,9,DTW,PVD,614,6,12,0,,0,0,0,0,0,0
1997,8,7,4,939,940,1125,1135,NW,1445,N671MC,106,115,85,-10,-1,PVD,DTW,614,11,10,0,,0,0,0,0,0,0
2004,7,14,3,1750,1750,1835,1841,OH,5866,N810CA,105,111,88,-6,0,CVG,OMA,614,5,12,0,,0,0,0,0,0,0
2005,11,15,2,648,650,949,941,OH,5327,N655CA,121,111,86,8,-2,OMA,CVG,614,3,32,0,,0,0,0,0,0,0
2006,6,8,4,1510,1500,1643,1650,OH,5309,N796CA,93,110,79,-7,10,CVG,JAX,614,4,10,0,,0,0,0,0,0,0
2005,2,15,2,1510,1455,1616,1550,OO,3752,N447SW,126,115,107,26,15,SLC,SBA,615,3,16,0,,0,0,0,0,0,0
1999,9,19,7,1355,1355,1440,1445,WN,723,N74,105,110,90,-5,0,MCO,BNA,616,3,12,0,,0,0,0,0,0,0
1999,10,7,4,900,900,956,955,DL,2418,N302DL,116,115,92,1,0,MCO,BNA,616,11,13,0,,0,0,0,0,0,0
2004,12,5,7,2020,2020,2111,2110,WN,1511,N789,111,110,100,1,0,MCO,BNA,616,4,7,0,,0,0,0,0,0,0
2008,12,14,7,1729,1730,2006,2015,WN,3413,N351SW,97,105,83,-9,-1,BNA,MCO,616,6,8,0,,0,0,0,0,0,0
2005,3,19,6,1555,1534,1744,1729,OH,5136,N938CA,109,115,81,15,21,CAE,LGA,617,9,19,0,,0,0,0,0,0,0
2008,2,26,2,2053,1855,2220,2050,EV,4686,N974EV,87,115,74,90,118,CAE,LGA,617,6,7,0,,0,0,0,0,0,0
1992,8,13,4,1351,1351,1550,1535,DL,1037,,119,104,0,15,0,ATL,MDT,619,0,0,0,,0,0,0,0,0,0
2005,8,3,3,1445,1445,1536,1536,OO,3939,N465SW,111,111,91,0,0,SLC,EUG,619,5,15,0,,0,0,0,0,0,0
2006,6,16,5,600,600,840,755,EV,4665,N867AS,160,115,97,45,0,MDT,ATL,619,9,54,0,,0,0,0,0,0,0
2007,4,23,1,1609,1604,1700,1655,FL,1903,N919AT,111,111,92,5,5,FLL,GPT,620,5,14,0,,0,0,0,0,0,0
1993,7,10,6,828,828,1025,1027,HP,889,,117,119,0,-2,0,PHX,SJC,621,0,0,0,,0,0,0,0,0,0
1993,11,23,2,715,715,813,812,HP,886,,118,117,0,1,0,PHX,SJC,621,0,0,0,,0,0,0,0,0,0
1998,7,12,7,1040,1040,1220,1225,WN,300,N621,100,105,86,-5,0,SJC,PHX,621,3,11,0,,0,0,0,0,0,0
2007,6,11,1,1306,1311,1507,1458,US,281,N839AW,121,107,100,9,-5,PHX,SJC,621,5,16,0,,0,0,0,0,0,0
1989,11,15,3,907,910,1016,1011,US,1623,,129,121,0,5,-3,BWI,ORD,622,0,0,0,,0,0,0,0,0,0
1992,2,13,4,704,700,813,806,AA,1499,,129,126,0,7,4,BWI,ORD,622,0,0,0,,0,0,0,0,0,0
1993,4,29,4,1524,1524,1811,1810,CO,1662,,107,106,0,1,0,MSP,CLE,622,0,0,0,,0,0,0,0,0,0
1993,11,3,3,1309,1310,1428,1415,AA,1123,,139,125,0,13,-1,BWI,ORD,622,0,0,0,,0,0,0,0,0,0
1998,9,8,2,2101,2050,2157,2143,UA,1557,N1856U,116,113,90,14,11,BWI,ORD,622,9,17,0,,0,0,0,0,0,0
2002,12,18,3,1149,1151,1440,1438,AA,1524,N529AA,111,107,82,2,-2,ORD,BWI,622,7,22,0,,0,0,0,0,0,0
2003,4,22,2,1652,1650,1806,1803,XE,2141,N17928,134,133,116,3,2,CLE,MSP,622,4,14,0,,0,0,0,0,0,0
2006,8,17,4,2140,2045,2244,2140,XE,2201,N12924,124,115,102,64,55,CLE,MSP,622,7,15,0,,0,0,0,0,0,0
2007,9,16,7,1713,1715,1809,1825,UA,129,N514UA,116,130,93,-16,-2,BWI,ORD,622,13,10,0,,0,0,0,0,0,0
1994,10,18,2,1601,1605,1745,1756,DL,531,,104,111,0,-11,-4,ALB,CVG,623,0,0,0,,0,0,0,0,0,0
1999,3,27,6,1857,1900,2050,2041,DL,2120,N527DA,113,101,91,9,-3,CVG,ALB,623,4,18,0,,0,0,0,0,0,0
1999,5,29,6,1549,1553,1736,1748,AA,1188,N553AA,107,115,89,-12,-4,DSM,DFW,624,10,8,0,,0,0,0,0,0,0
1991,8,19,1,1936,1925,2156,2111,AA,225,,140,106,0,45,11,RDU,SRQ,625,0,0,0,,0,0,0,0,0,0
1997,2,21,5,1415,1415,1622,1612,NW,1165,N762NW,127,117,106,10,0,MEM,SAT,625,6,15,0,,0,0,0,0,0,0
1999,11,8,1,1435,1440,1731,1743,NW,173,N8923E,116,123,100,-12,-5,BHM,DTW,625,6,10,0,,0,0,0,0,0,0
2002,8,15,4,2109,2110,2255,2252,NW,631,N331NB,106,102,89,3,-1,MEM,SAT,625,3,14,0,,0,0,0,0,0,0
1988,7,21,4,945,945,1132,1120,AS,54,,107,95,0,12,0,SCC,ANC,626,0,0,0,,0,0,0,0,0,0
1988,12,4,7,917,908,956,950,DL,105,,99,102,0,6,9,SLC,SAN,626,0,0,0,,0,0,0,0,0,0
1996,4,18,4,1313,1313,1457,1451,AS,54,N742AS,104,98,92,6,0,SCC,ANC,626,2,10,0,,0,0,0,0,0,0
2000,3,20,1,1750,1750,2050,2043,DL,1440,N915DN,120,113,101,7,0,SAN,SLC,626,8,11,0,,0,0,0,0,0,0
2008,6,16,1,614,615,912,915,DL,1156,N6716C,118,120,87,-3,-1,SAN,SLC,626,12,19,0,,0,0,0,0,0,0
1991,7,25,4,754,750,843,848,NW,1075,,109,118,0,-5,4,CMH,MSP,627,0,0,0,,0,0,0,0,0,0
1992,9,16,3,742,745,847,840,NW,1253,,125,115,0,7,-3,CMH,MSP,627,0,0,0,,0,0,0,0,0,0
2003,1,2,4,1414,1405,1511,1510,NW,1493,N8929E,117,125,90,1,9,CMH,MSP,627,9,18,0,,0,0,0,0,0,0
1996,8,14,3,825,700,1005,846,CO,676,N59207,100,106,85,79,85,CHS,EWR,628,5,10,0,,0,0,0,0,0,0
1998,1,31,6,1544,1545,1746,1752,CO,679,N15255,122,127,84,-6,-1,EWR,CHS,628,5,33,0,,0,0,0,0,0,0
1999,4,11,7,915,905,1016,955,WN,612,N600,121,110,109,21,10,ABQ,SAN,628,4,8,0,,0,0,0,0,0,0
2004,6,26,6,1912,1900,1953,1945,WN,602,N430,101,105,90,8,12,ABQ,SAN,628,3,8,0,,0,0,0,0,0,0
1990,8,7,2,933,935,1031,1033,NW,1481,,118,118,0,-2,-2,DTW,MCI,629,0,0,0,,0,0,0,0,0,0
1991,2,28,4,1700,1640,1948,1929,NW,642,,108,109,0,19,20,MCI,DTW,629,0,0,0,,0,0,0,0,0,0
1993,5,17,1,1736,1732,2027,2019,CO,1607,,111,107,0,8,4,LAS,DEN,629,0,0,0,,0,0,0,0,0,0
1995,2,28,2,1319,1320,1610,1605,NW,482,N275US,111,105,87,5,-1,MCI,DTW,629,8,16,0,,0,0,0,0,0,0
1995,10,8,7,1604,1605,1841,1846,UA,403,N7456U,97,101,77,-5,-1,LAS,DEN,629,5,15,0,,0,0,0,0,0,0
1997,11,5,3,1637,1630,1739,1729,NW,639,N306US,122,119,103,10,7,DTW,MCI,629,6,13,0,,0,0,0,0,0,0
1999,6,21,1,1136,0,1224,0,UA,2707,N399UA,108,109,90,-5,-4,DEN,LAS,629,5,13,0,,0,0,0,0,0,0
1999,11,28,7,1554,1553,1834,1839,UA,2716,N383UA,100,106,78,-5,1,LAS,DEN,629,7,15,0,,0,0,0,0,0,0
2001,7,3,2,850,852,950,951,NW,227,N316N2,120,119,96,-1,-2,DTW,MCI,629,8,16,0,,0,0,0,0,0,0
2002,7,21,7,1702,1705,1746,1754,UA,1277,N929UA,104,109,84,-8,-3,DEN,LAS,629,5,15,0,,0,0,0,0,0,0
2004,10,25,1,706,710,755,755,UA,1403,N497UA,109,105,94,0,-4,DEN,LAS,629,6,9,0,,0,0,0,0,0,0
2004,11,16,2,605,614,907,908,NW,1748,N957N,122,114,95,-1,-9,MCI,DTW,629,14,13,0,,0,0,0,0,0,0
2004,12,30,4,1334,1336,1435,1430,UA,1589,N445UA,121,114,101,5,-2,DEN,LAS,629,7,13,0,,0,0,0,0,0,0
2007,8,12,7,1939,1940,2027,2030,F9,781,N903FR,108,110,91,-3,-1,DEN,LAS,629,8,9,0,,0,0,0,0,0,0
2008,11,22,6,2002,1929,2057,2043,NW,1757,N787NC,115,134,92,14,33,DTW,MCI,629,7,16,0,,0,0,0,0,0,0
1990,12,22,6,1916,1717,2129,1915,AA,352,,133,118,0,134,119,DFW,BNA,631,0,0,0,,0,0,0,0,0,0
1993,2,12,5,2018,2000,2209,2159,US,825,,111,119,0,10,18,CLT,FLL,631,0,0,0,,0,0,0,0,0,0
1994,11,10,4,944,945,1140,1139,US,991,,116,114,0,1,-1,FLL,CLT,631,0,0,0,,0,0,0,0,0,0
1995,7,9,7,919,915,1102,1104,DL,1439,N903DA,103,109,83,-2,4,BNA,DFW,631,10,10,0,,0,0,0,0,0,0
1996,12,18,3,1133,1138,1352,1342,AA,1355,N2CRAA,139,124,119,10,-5,BNA,DFW,631,11,9,0,,0,0,0,0,0,0
1997,9,16,2,1420,1424,1603,1618,AA,639,N720AA,103,114,86,-15,-4,BNA,DFW,631,7,10,0,,0,0,0,0,0,0
1999,7,2,5,755,800,945,955,AA,1303,N409AA,110,115,89,-10,-5,BNA,DFW,631,10,11,0,,0,0,0,0,0,0
1999,12,12,7,1716,1715,1900,1903,AA,580,N425AA,104,108,77,-3,1,DFW,BNA,631,5,22,0,,0,0,0,0,0,0
2001,9,7,5,1957,1948,2215,2147,AA,1895,N512A1,138,119,99,28,9,BNA,DFW,631,22,17,0,,0,0,0,0,0,0
2003,2,1,6,1322,1320,1516,1513,US,188,N630AU,114,113,97,3,2,FLL,CLT,631,3,14,0,,0,0,0,0,0,0
2006,10,11,3,2017,1901,2305,2153,YV,7252,N75993,108,112,82,72,76,ORD,AVP,631,10,16,0,,0,0,0,0,0,0
2007,11,7,3,648,645,835,839,US,1434,N942UW,107,114,95,-4,3,FLL,CLT,631,3,9,0,,0,0,0,0,0,0
1999,1,29,5,1541,1540,1802,1801,NW,391,N286US,141,141,113,1,1,BOS,DTW,632,11,17,0,,0,0,0,0,0,0
2006,3,6,1,1036,1038,1220,1232,NW,372,N535US,104,114,86,-12,-2,DTW,BOS,632,7,11,0,,0,0,0,0,0,0
2006,10,6,5,1646,1555,1745,1700,WN,600,N469,119,125,107,45,51,RDU,MDW,632,3,9,0,,0,0,0,0,0,0
2003,2,6,4,556,600,855,850,FL,381,N956AT,119,110,89,5,-4,MLI,ATL,633,12,18,0,,0,0,0,0,0,0
2006,4,25,2,1600,1544,1701,1644,EV,4394,N889AS,121,120,85,17,16,ATL,MLI,633,3,33,0,,0,0,0,0,0,0
2008,8,25,1,1951,1955,2147,2158,US,1295,N441US,116,123,95,-11,-4,DCA,JAX,634,4,17,0,,0,0,0,0,0,0
1992,1,17,5,1117,1110,1355,1345,WN,969,,98,95,0,10,7,SAN,ELP,636,0,0,0,,0,0,0,0,0,0
1999,7,23,5,1655,1650,1735,1735,WN,1627,N680,100,105,88,0,5,ELP,SAN,636,3,9,0,,0,0,0,0,0,0
1987,12,17,4,1425,1249,1548,1430,UA,374,,83,101,0,78,96,TUS,DEN,639,0,0,0,,0,0,0,0,0,0
1998,11,26,4,1126,1128,1310,1318,UA,1579,N7251U,104,110,89,-8,-2,DEN,TUS,639,4,11,0,,0,0,0,0,0,0
2003,11,10,1,944,953,1123,1140,UA,1578,N802UA,99,107,82,-17,-9,TUS,DEN,639,7,10,0,,0,0,0,0,0,0
2006,3,17,5,1826,1832,2001,2027,OO,6640,N930SW,95,115,81,-26,-6,TUS,DEN,639,8,6,0,,0,0,0,0,0,0
1999,7,15,4,1917,1835,2103,2043,HP,2453,N802AW,106,128,91,20,42,BOS,CMH,640,3,12,0,,0,0,0,0,0,0
2002,3,18,1,1237,1145,1415,1330,MQ,4759,N727MQ,98,105,84,45,52,CMH,BOS,640,6,8,0,,0,0,0,0,0,0
2004,5,10,1,2029,1950,2222,2135,MQ,4619,N846MQ,113,105,98,47,39,CMH,BOS,640,4,11,0,,0,0,0,0,0,0
2004,12,21,2,621,620,814,805,MQ,4548,N849AE,113,105,82,9,1,CMH,BOS,640,19,12,0,,0,0,0,0,0,0
1987,10,22,4,1810,1810,2055,2104,AA,888,,105,114,0,-9,0,DEN,DFW,641,0,0,0,,0,0,0,0,0,0
1991,8,23,5,1205,1155,1413,1351,US,1628,,128,116,0,22,10,LGA,CHS,641,0,0,0,,0,0,0,0,0,0
1994,12,5,1,1632,1524,1921,1813,UA,450,,109,109,0,68,68,DEN,DFW,641,0,0,0,,0,0,0,0,0,0
1994,12,13,2,1805,1805,2058,2105,AA,2058,,113,120,0,-7,0,DEN,DFW,641,0,0,0,,0,0,0,0,0,0
1995,5,25,4,1430,1414,1518,1511,AA,269,N509AA,108,117,92,7,16,DFW,DEN,641,4,12,0,,0,0,0,0,0,0
1995,9,28,4,1025,1025,1312,1319,AA,2286,N214AA,107,114,83,-7,0,DEN,DFW,641,10,14,0,,0,0,0,0,0,0
1997,1,23,4,2238,2045,2335,2151,DL,998,N924DL,117,126,96,104,113,DFW,DEN,641,9,12,0,,0,0,0,0,0,0
2000,10,5,4,1429,1430,1536,1533,AA,1667,N450AA,127,123,97,3,-1,DFW,DEN,641,8,22,0,,0,0,0,0,0,0
2002,5,22,3,1755,1759,1849,1900,UA,1679,N444UA,114,121,95,-11,-4,DFW,DEN,641,6,13,0,,0,0,0,0,0,0
2002,9,9,1,1428,1429,1520,1532,AA,1179,N527AA,112,123,88,-12,-1,DFW,DEN,641,6,18,0,,0,0,0,0,0,0
2003,4,5,6,2223,2110,2340,2209,DL,1235,N918DE,137,119,111,91,73,DFW,DEN,641,10,16,0,,0,0,0,0,0,0
2003,6,21,6,1548,1552,1838,1849,AA,1182,N292AA,110,117,86,-11,-4,DEN,DFW,641,14,10,0,,0,0,0,0,0,0
2004,4,24,6,1150,1150,1240,1257,EV,4241,N829AS,110,127,90,-17,0,DFW,DEN,641,7,13,0,,0,0,0,0,0,0
2005,8,31,3,658,700,940,950,F9,120,N942FR,102,110,88,-10,-2,DEN,DFW,641,4,10,0,,0,0,0,0,0,0
2006,4,26,3,905,915,1130,1128,OH,5381,N34CA,145,133,101,2,-10,LGA,CHS,641,3,41,0,,0,0,0,0,0,0
2007,1,4,4,1600,1550,1854,1850,AA,1710,N3BXAA,114,120,80,4,10,DEN,DFW,641,24,10,0,,0,0,0,0,0,0
2007,2,28,3,1635,1635,1935,1920,F9,132,N923FR,120,105,82,15,0,DEN,DFW,641,14,24,0,,0,0,0,0,0,0
2007,2,23,5,1718,1715,2018,2010,AA,546,N3APAA,120,115,99,8,3,DEN,DFW,641,10,11,0,,0,0,0,0,0,0
2007,5,11,5,1951,1955,2042,2057,F9,589,N906FR,111,122,90,-15,-4,DFW,DEN,641,11,10,0,,0,0,0,0,0,0
2002,6,7,5,1336,1340,1622,1631,UA,1606,N908UA,106,111,91,-9,-4,ORD,RIC,642,4,11,0,,0,0,0,0,0,0
2008,6,6,5,750,753,844,900,UA,341,N942UA,114,127,101,-16,-3,RIC,ORD,642,5,8,0,,0,0,0,0,0,0
1991,11,25,1,1458,1458,1659,1649,CO,1106,,121,111,0,10,0,IAH,MCI,643,0,0,0,,0,0,0,0,0,0
1991,8,7,3,2043,2015,2239,2200,US,794,,116,105,0,39,28,CLT,BDL,644,0,0,0,,0,0,0,0,0,0
2005,9,29,4,1200,1050,1312,1156,XE,2532,N16976,132,126,99,76,70,EWR,IND,644,6,27,0,,0,0,0,0,0,0
2006,8,24,4,740,745,929,939,EV,4341,N917EV,109,114,87,-10,-5,ATL,FNT,644,6,16,0,,0,0,0,0,0,0
2006,8,3,4,1336,1240,1520,1425,FL,252,N958AT,104,105,88,55,56,ATL,FNT,644,6,10,0,,0,0,0,0,0,0
2007,7,15,7,1035,1046,1240,1252,EV,4274,N838AS,125,126,110,-12,-11,FNT,ATL,644,4,11,0,,0,0,0,0,0,0
